,Point,PlotName,date,PositionX,PositionY,X.LiveGrass,X.LiveForb,X.Shrub,X.DeadGrass,X.OtherDead,X.Litter,X.Bare,Observer,X.DeadAndLitter,gr,fire,burnyr,elev,soil,slope,Spring,BrLagOne,BrLagTwo,time,month,year,month,year,mgmt
2797,veg_K2A_10,K2A,8/1/2022,710187,4330469,0.65,0.05,0,20,0,5,0.05,ENS,0.25,ungr,2,1,380.8200073,4590,0.158112992,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2798,veg_K2A_05,K2A,8/1/2022,710217,4330365,0.3,0.2,0,20,10,5,0.15,ENS,0.25,ungr,2,1,388.6410217,4590,0.301115393,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2799,veg_K2A_06,K2A,8/1/2022,710407,4330657,0.65,0.1,0,15,0,10,0.001,ENS,0.25,ungr,2,1,403.9570313,4530,0.137587897,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2800,veg_K2A_08,K2A,8/1/2022,710301,4330696,0.2,0.5,10,10,0,10,0.001,ENS,0.2,ungr,2,1,403.0600281,4530,0.144506929,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2801,veg_K2A_09,K2A,8/1/2022,710166,4330630,0.65,0.05,0,10,10,8,0.02,ENS,0.18,ungr,2,1,405.9010315,4530,0.153641973,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2802,veg_K2A_01,K2A,8/1/2022,710004,4330551,0.3,0.1,0,10,5,10,0.35,ENS,0.2,ungr,2,1,393.3070068,4590,0.219506908,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2803,veg_K2A_07,K2A,8/1/2022,710898,4330651,0.55,0.2,0,15,0,10,0.001,ENS,0.25,ungr,2,1,413.4640198,4625,0.050271695,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2804,veg_K2A_03,K2A,8/1/2022,710720,4330517,0.45,0.15,0,10,5,20,0.05,ENS,0.3,ungr,2,1,406.9810181,4530,0.190868682,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2805,veg_K2A_04,K2A,8/1/2022,710570,4330556,0.75,0.15,0,0,0,5,0.05,ENS,0.05,ungr,2,1,390.7850037,4590,0.294553239,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2806,veg_K2A_02,K2A,8/1/2022,710624,4330748,0.4,0.05,0,20,5,10,0.2,ENS,0.3,ungr,2,1,407.710022,4530,0.140741358,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
2807,veg_C3SA_07,C3SA,8/1/2022,710865,4331535,0.35,0.4,0,20,0,5,0.001,MRB,0.25,cattle,3,0,386.7970276,4590,0.167112018,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
2808,veg_C3SA_05,C3SA,8/1/2022,710892,4331946,0.65,0.3,0,5,0,0,0.001,MRB,0.05,cattle,3,0,377.388031,4590,0.109923487,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
2809,veg_C3SA_09,C3SA,8/1/2022,710921,4330765,0.55,0.25,0,20,0,0,0.001,MRB,0.2,cattle,3,0,414.8280334,4530,0.014872667,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
2810,veg_C3SA_01,C3SA,8/1/2022,710971,4331014,0.52,0.25,0,10,0,3,0.1,MRB,0.13,cattle,3,0,408.5840149,4530,0.135764341,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
2811,veg_C3SA_10,C3SA,8/1/2022,711150,4331037,0.3,0.6,0,5,5,0,0.001,MRB,0.05,cattle,3,0,409.6520081,4530,0.128458032,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
2812,veg_C3SA_04,C3SA,8/1/2022,711150,4331236,0.3,0.2,0,40,0,0,0.1,MRB,0.4,cattle,3,0,405.7710266,4590,0.120855815,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
2813,veg_C3SA_03,C3SA,8/1/2022,710723,4331919,0.58,0.2,0,20,0,2,0.001,MRB,0.22,cattle,3,0,380.7180176,4590,0.249622457,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
2814,veg_C3SA_06,C3SA,8/1/2022,710853,4332330,0.15,0.03,0,45,5,2,0.3,MRB,0.47,cattle,3,0,363.0270081,4590,0.363763488,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
2815,veg_COB_05,COB,8/2/2022,713289,4334362,0.75,0.001,0,15,0,0,0.1,NAW,0.15,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2816,veg_COB_07,COB,8/2/2022,713410,4334350,0.55,0.07,0,13,0,10,0.15,NAW,0.23,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2817,veg_COB_01,COB,8/2/2022,713281,4334227,0.18,0.05,0,7,0,2,0.68,NAW,0.09,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2818,veg_COB_06,COB,8/2/2022,713228,4334177,0.2,0.55,0,5,2,3,0.15,NAW,0.08,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2819,veg_COB_02,COB,8/2/2022,713427,4334191,0.25,0.08,0,20,0,2,0.45,NAW,0.22,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2820,veg_COB_09,COB,8/2/2022,713254,4334064,0.4,0.25,0,15,0,10,0.1,NAW,0.25,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2821,veg_COB_04,COB,8/2/2022,712898,4334249,0.35,0.2,0,20,0,10,0.15,NAW,0.3,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2822,veg_COB_08,COB,8/2/2022,712986,4334527,0.12,0.7,0,2,1,5,0.1,NAW,0.07,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2823,veg_COB_10,COB,8/2/2022,713212,4334483,0.7,0.07,0,10,3,2,0.08,NAW,0.12,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2824,veg_COB_03,COB,8/2/2022,713461,4334577,0.35,0.45,0,5,0,5,0.1,NAW,0.1,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
2825,veg_N1B_09,N1B,8/3/2022,709500,4329035,0.75,0.07,0,3,2,3,0.1,NAW,0.06,bison,1,1,400.934021,4530,0.072594619,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2826,veg_N1B_08,N1B,8/3/2022,709753,4329021,0.3,0.5,0,0,0,5,0.15,NAW,0.05,bison,1,1,385.8170166,4051,0.137024432,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2827,veg_N1B_10,N1B,8/3/2022,710013,4329021,0.25,0.15,0,20,7,14,0.19,NAW,0.34,bison,1,1,413.0270081,4530,0.022534949,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2828,veg_N1B_04,N1B,8/3/2022,710096,4328963,0.1,0.5,0,5,0,15,0.2,NAW,0.2,bison,1,1,412.3160095,4530,0.038354098,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2829,veg_N1B_05,N1B,8/3/2022,710177,4328844,0.85,0.06,0,4,2,1,0.02,NAW,0.05,bison,1,1,407.1800232,4530,0.159021592,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2830,veg_N1B_07,N1B,8/3/2022,710224,4328665,0.15,0.65,0,10,0,2,0.08,NAW,0.12,bison,1,1,414.3570251,4530,0.057401801,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2831,veg_N1B_03,N1B,8/3/2022,710716,4328581,0.15,0.2,0,65,0,0,0.001,NAW,0.65,bison,1,1,439.0730286,4530,0.056438171,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2832,veg_N1B_01,N1B,8/3/2022,710424,4328287,0.15,0.15,20,20,0,5,0.25,NAW,0.25,bison,1,1,438.0320129,4530,0.039439133,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2833,veg_N1B_06,N1B,8/3/2022,709652,4328648,0.12,0.25,0,5,1,2,0.55,NAW,0.07,bison,1,1,403.0680237,4530,0.146411627,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2834,veg_N1B_02,N1B,8/3/2022,709909,4328481,0.2,0.001,75,2,3,0,0.001,NAW,0.02,bison,1,1,404.0870056,4530,0.05067779,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
2835,veg_K1B_10,K1B,8/4/2022,711085,4329997,0.8,0.05,0,5,0,0,0.1,ECB,0.05,ungr,1,1,411.7540283,4530,0.064324641,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2836,veg_K1B_02,K1B,8/4/2022,711243,4330030,0.4,0.4,0,10,0,0,0.1,ECB,0.1,ungr,1,1,416.5520325,4530,0.149896144,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2837,veg_K1B_06,K1B,8/4/2022,711084,4330379,0.4,0.4,0,5,0,5,0.1,ECB,0.1,ungr,1,1,425.289032,4530,0.172538998,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2838,veg_K1B_07,K1B,8/4/2022,711407,4330206,0.7,0.15,0,5,0,0,0.1,ECB,0.05,ungr,1,1,431.0210266,4530,0.378948675,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2839,veg_K1B_04,K1B,8/4/2022,711309,4329415,0.6,0.1,0,20,0,0,0.1,ECB,0.2,ungr,1,1,420.0150146,4530,0.601632301,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2840,veg_K1B_01,K1B,8/4/2022,711007,4329459,0.4,0.15,0,25,0,20,0.001,ECB,0.45,ungr,1,1,431.4480286,4530,0.320552525,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2841,veg_K1B_09,K1B,8/4/2022,710918,4329755,0.7,0.1,0,10,0,5,0.05,ECB,0.15,ungr,1,1,413.4010315,4625,0.077336668,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2842,veg_K1B_03,K1B,8/4/2022,710744,4329954,0.4,0.2,0,15,0,10,0.15,ECB,0.25,ungr,1,1,395.507019,4051,0.211377027,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2843,veg_K1B_08,K1B,8/4/2022,711452,4329834,0.7,0.001,0,20,0,5,0.05,ECB,0.25,ungr,1,1,438.1850281,4530,0.020220184,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2844,veg_K1B_05,K1B,8/4/2022,711299,4329680,0.4,0.2,0,25,0,10,0.05,ECB,0.35,ungr,1,1,413.5770264,4530,0.133893815,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
2845,veg_N1A_09,N1A,7/28/2022,708283,4329552,0.001,0.001,100,0,0,0,0.001,ENS,0.001,bison,1,1,384.1700134,4590,0.222631048,142.2,256.5,384.1,3040,7,2022,7,2022,bison1
2846,veg_N1A_09,N1A,7/28/2022,708283,4329552,0.001,0.001,100,0,0,0,0.001,ENS,0.001,bison,1,1,384.1700134,4590,0.222631048,142.2,256.5,384.1,3040,7,2022,7,2022,bison1
5228,veg_K2A_07,K2A,5/25/2022,710898,4330656,0.3,0.15,0,0,0,10,0.45,MDR,0.1,ungr,2,1,413.6940308,4625,0.04791166,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
5229,veg_K2A_03,K2A,5/25/2022,710720,4330522,0.5,0.05,0,0,0,5,0.4,MDR,0.05,ungr,2,1,408.0310059,4530,0.183270781,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
5230,veg_K2A_04,K2A,5/25/2022,710570,4330561,0.45,0.15,0,0,0,5,0.35,MDR,0.05,ungr,2,1,390.7670288,4590,0.303879525,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
5231,veg_K2A_02,K2A,5/25/2022,710624,4330753,0.3,0.001,0,5,0,5,0.6,MDR,0.1,ungr,2,1,408.1680298,4530,0.157879266,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
5232,veg_K2A_06,K2A,5/25/2022,710407,4330662,0.5,0.25,0,0,0,10,0.15,MDR,0.1,ungr,2,1,404.4730225,4530,0.127233931,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
5233,veg_K2A_08,K2A,5/25/2022,710301,4330701,0.4,0.25,0,0,5,5,0.25,MDR,0.05,ungr,2,1,403.1010132,4530,0.170447493,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
5234,veg_K2A_09,K2A,5/25/2022,710166,4330635,0.4,0.1,0,5,0,5,0.4,MDR,0.1,ungr,2,1,406.5150146,4530,0.183474826,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
5235,veg_K2A_10,K2A,5/25/2022,710187,4330474,0.5,0.1,0,5,0,5,0.3,MDR,0.1,ungr,2,1,381.9250183,4590,0.20804568,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
5236,veg_N1B_06,N1B,5/25/2022,709652,4328653,0.3,0.3,0,10,3,7,0.2,ECB,0.17,bison,1,1,402.8460083,4530,0.124769875,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
5237,veg_N1B_08,N1B,5/25/2022,709753,4329026,0.3,0.15,0,15,5,5,0.3,ECB,0.2,bison,1,1,385.7410278,4051,0.145296908,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
5238,veg_N1B_09,N1B,5/25/2022,709500,4329040,0.2,0.2,0,5,5,10,0.3,ECB,0.15,bison,1,1,400.6080322,4530,0.074925174,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
5239,veg_N1B_04,N1B,5/25/2022,710096,4328968,0.25,0.15,0,15,5,5,0.3,ECB,0.2,bison,1,1,412.5080261,4530,0.023378224,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
5240,veg_N1B_10,N1B,5/25/2022,710013,4329026,0.2,0.45,0,0,0,15,0.2,NAW,0.15,bison,1,1,413.0700073,4530,0.014424151,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
5241,veg_C3SA_09,C3SA,5/25/2022,710921,4330770,0.4,0.4,0,2,5,8,0.05,ENS,0.1,cattle,3,0,414.5960083,4530,0.05452809,142.2,256.5,384.1,2976,5,2022,5,2022,cattle3
5242,veg_C3SA_03,C3SA,5/25/2022,710723,4331924,0.5,0.001,0,20,15,10,0.05,ENS,0.3,cattle,3,0,380.0050049,4590,0.208224312,142.2,256.5,384.1,2976,5,2022,5,2022,cattle3
5243,veg_C3SA_05,C3SA,5/25/2022,710892,4331951,0.4,0.001,40,20,0,0,0.001,ENS,0.2,cattle,3,0,377.2090149,4590,0.121492235,142.2,256.5,384.1,2976,5,2022,5,2022,cattle3
5244,veg_C3SA_06,C3SA,5/25/2022,710853,4332335,0.15,0.1,0,70,0,5,0.001,ENS,0.75,cattle,3,0,362.4830322,4590,0.318605774,142.2,256.5,384.1,2976,5,2022,5,2022,cattle3
5245,veg_C3A_07,C3A,5/26/2022,712508,4330120,0.25,0.2,0,40,8,7,0.001,ECB,0.47,cattle,3,1,420.1330261,4783,0.093496121,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5246,veg_C3A_05,C3A,5/26/2022,712704,4330291,0.3,0.1,0,40,5,10,0.05,ECB,0.5,cattle,3,1,415.3860168,4625,0.041109855,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5247,veg_C3A_01,C3A,5/26/2022,712796,4330392,0.3,0.1,0,25,10,15,0.1,ECB,0.4,cattle,3,1,420.7580261,4625,0.014221832,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5248,veg_C3A_04,C3A,5/26/2022,712528,4330327,0.25,0.2,0,15,5,15,0.2,ECB,0.3,cattle,3,1,419.4440308,4783,0.073367575,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5249,veg_C3A_06,C3A,5/26/2022,711707,4329793,0.25,0.15,0,25,10,15,0.1,ECB,0.4,cattle,3,1,439.3630066,4530,0.034817084,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5250,veg_C3A_09,C3A,5/26/2022,712006,4329885,0.25,0.15,0,40,10,5,0.05,ECB,0.45,cattle,3,1,426.1270142,4530,0.124690954,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5251,veg_C3A_08,C3A,5/26/2022,712320,4329979,0.25,0.2,0,35,10,5,0.05,ECB,0.4,cattle,3,1,421.1940308,4530,0.079816485,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5252,veg_C3A_10,C3A,5/26/2022,712402,4330102,0.25,0.15,0,30,5,5,0.2,ECB,0.35,cattle,3,1,427.57901,4530,0.105303795,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5253,veg_C3A_02,C3A,5/26/2022,712336,4330270,0.2,0.3,0,15,15,10,0.1,ECB,0.25,cattle,3,1,425.2470093,4783,0.072492548,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5254,veg_C3A_03,C3A,5/26/2022,712147,4330095,0.25,0.2,0,30,6,4,0.15,ECB,0.34,cattle,3,1,440.0050354,4530,0.067409497,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5255,veg_C3C_10,C3C,5/26/2022,712545,4329252,0.25,0.1,0,5,5,35,0.2,MDR,0.4,cattle,3,0,419.1530151,4530,0.040306146,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5256,veg_C3C_04,C3C,5/26/2022,712090,4328655,0.2,0.1,0,15,0,0,0.55,MDR,0.15,cattle,3,0,433.9010315,4530,0.2073371,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5257,veg_C3C_01,C3C,5/26/2022,711690,4329178,0.35,0.05,0,25,5,10,0.2,MDR,0.35,cattle,3,0,437.7020264,4530,0.201761776,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5258,veg_C3C_09,C3C,5/26/2022,711986,4329038,0.25,0.45,0,15,5,5,0.05,MDR,0.2,cattle,3,0,425.4210205,4530,0.192495144,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5259,veg_C3C_05,C3C,5/26/2022,711720,4328742,0.1,0.2,0,5,5,10,0.5,MDR,0.15,cattle,3,0,440.4150085,4530,0.023083421,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5260,veg_C3C_07,C3C,5/26/2022,711781,4328411,0.4,0.05,0,50,0,5,0.001,MDR,0.55,cattle,3,0,440.2140198,4530,0.059893801,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5261,veg_C3C_08,C3C,5/26/2022,712102,4329304,0.2,0.05,50,10,5,5,0.05,MDR,0.15,cattle,3,0,430.8100281,4530,0.119851208,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5262,veg_C3C_06,C3C,5/26/2022,712311,4329299,0.2,0.05,0,60,5,10,0.001,MDR,0.7,cattle,3,0,419.3750305,4530,0.369827901,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5263,veg_C3C_02,C3C,5/26/2022,712410,4329208,0.6,0.05,0,10,5,10,0.1,MDR,0.2,cattle,3,0,415.4290161,4530,0.11346258,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5264,veg_C3SA_07,C3SA,5/26/2022,710865,4331540,0.3,0.15,0,20,5,15,0.15,ENS,0.35,cattle,3,0,386.0940247,4590,0.188594087,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5265,veg_C3SA_01,C3SA,5/26/2022,710971,4331019,0.55,0.1,0,33,2,0,0.001,ENS,0.33,cattle,3,0,408.710022,4530,0.133019602,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5266,veg_C3SA_10,C3SA,5/26/2022,711150,4331042,0.2,0.6,0,15,5,0,0.001,ENS,0.15,cattle,3,0,409.3930054,4530,0.11329041,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5267,veg_C3SA_04,C3SA,5/26/2022,711150,4331241,0.5,0.2,0,10,10,10,0.001,ENS,0.2,cattle,3,0,405.2120056,4590,0.168040924,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5268,veg_C3SB_01,C3SB,5/26/2022,711214,4330985,0.35,0.25,0,0,5,10,0.25,ENS,0.1,cattle,3,1,406.7090149,4530,0.296161141,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5269,veg_C3SA_08,C3SA,5/26/2022,711177,4331445,0.4,0.25,0,20,5,10,0.001,ENS,0.3,cattle,3,0,387.006012,4590,0.200087059,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5270,veg_C3SB_06,C3SB,5/26/2022,711240,4330700,0.1,0.65,0,0,5,5,0.15,ENS,0.05,cattle,3,1,407.9580078,4530,0.08845,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5271,veg_C3SB_03,C3SB,5/26/2022,711352,4330701,0.1,0.75,0,0,0,5,0.1,ENS,0.05,cattle,3,1,406.9720154,4530,0.137072631,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5272,veg_C3SB_10,C3SB,5/26/2022,711347,4330516,0.25,0.15,0,0,10,10,0.4,ENS,0.1,cattle,3,1,423.8930054,4530,0.294980751,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5273,veg_C3SB_09,C3SB,5/26/2022,711505,4330310,0.2,0.6,0,0,5,5,0.1,ENS,0.05,cattle,3,1,421.789032,4530,0.27602814,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5274,veg_C3SB_07,C3SB,5/26/2022,711697,4330131,0.15,0.3,0,0,15,15,0.25,ENS,0.15,cattle,3,1,416.3000183,4530,0.059892625,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5275,veg_C3SB_08,C3SB,5/26/2022,711211,4330539,0.3,0.1,0,0,10,15,0.35,ENS,0.15,cattle,3,1,415.9040222,4530,0.1910462,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
5276,veg_2D_06,2D,5/27/2022,711322,4328534,0.7,0.15,0,15,0,0,0.001,ENS,0.15,ungr,2,0,430.513031,4530,0.118185117,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5277,veg_2D_02,2D,5/27/2022,711582,4328670,0.6,0.05,0,25,2,8,0.001,ENS,0.33,ungr,2,0,441.9660339,4530,0.044039024,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5278,veg_2D_05,2D,5/27/2022,711185,4328315,0.1,0.1,0,55,3,7,0.15,ENS,0.62,ungr,2,0,424.4690247,4530,0.433922215,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5279,veg_2D_01,2D,5/27/2022,711268,4328084,0.85,0.001,0,10,0,5,0.001,ENS,0.15,ungr,2,0,423.553009,4783,0.054894303,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5280,veg_2D_07,2D,5/27/2022,711244,4327981,0.3,0.4,0,25,0,5,0.001,ENS,0.3,ungr,2,0,423.9780273,4783,0.148439102,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5281,veg_2D_09,2D,5/27/2022,711478,4328431,0.3,0.2,0,50,0,0,0.001,ENS,0.5,ungr,2,0,440.9570313,4530,0.008538451,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5282,veg_2D_03,2D,5/27/2022,711175,4328863,0.5,0.05,0,45,0,0,0.001,ENS,0.45,ungr,2,0,441.6470337,4530,0.038463746,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5283,veg_2D_04,2D,5/27/2022,711210,4328742,0.6,0.1,0,30,0,0,0.001,ENS,0.3,ungr,2,0,440.4740295,4530,0.023248128,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5284,veg_2D_08,2D,5/27/2022,711160,4328603,0.65,0.1,0,20,0,5,0.001,ENS,0.25,ungr,2,0,439.0140076,4530,0.091106504,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5285,veg_2D_10,2D,5/27/2022,711116,4328517,0.4,0.35,0,20,0,5,0.001,ENS,0.25,ungr,2,0,440.1680298,4530,0.051562481,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
5286,veg_N2A_05,N2A,5/27/2022,706612,4329051,0.37,0.55,0,0,0,0,0.08,MRB,0.001,bison,2,1,406.5700073,4530,0.108874945,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5287,veg_N2A_02,N2A,5/27/2022,706566,4329313,0.35,0.55,0,0,0,0,0.1,MRB,0.001,bison,2,1,398.6910095,4530,0.128414746,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5288,veg_N2A_04,N2A,5/27/2022,706893,4329399,0.2,0.25,0,0,0,0,0.55,MRB,0.001,bison,2,1,379.7070313,4590,0.129808836,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5289,veg_N2A_09,N2A,5/27/2022,706683,4329297,0.35,0.15,0,0,0,0,0.5,MRB,0.001,bison,2,1,388.4690247,4590,0.265075756,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5290,veg_N2A_08,N2A,5/27/2022,706474,4329498,0.55,0.3,0,0,0,0,0.15,MRB,0.001,bison,2,1,384.5280151,4590,0.270621431,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5291,veg_N2A_07,N2A,5/27/2022,706825,4329673,0.8,0.15,0,0,0,0,0.05,MRB,0.001,bison,2,1,365.9400024,4590,0.108791098,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5292,veg_N2A_01,N2A,5/27/2022,706572,4329425,0.15,0.8,0,0,0,0,0.05,MRB,0.001,bison,2,1,398.4490051,4530,0.04605265,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5293,veg_N2A_10,N2A,5/27/2022,706587,4329425,0.25,0.4,0,0,0,0,0.35,MRB,0.001,bison,2,1,397.2420044,4530,0.084252863,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5294,veg_N2A_03,N2A,5/27/2022,707016,4330272,0.45,0.3,0,0,0,0,0.25,MRB,0.001,bison,2,1,349.3480225,4590,0.091036239,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5295,veg_N2A_06,N2A,5/27/2022,707249,4329800,0.8,0.1,0,0,0,0,0.1,MRB,0.001,bison,2,1,370.7960205,4590,0.107346793,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
5296,veg_N1A_03,N1A,5/27/2022,707867,4329921,0.1,0.5,0,0,0,5,0.35,MDR,0.05,bison,1,1,395.7470093,4530,0.275458324,142.2,256.5,384.1,2978,5,2022,5,2022,bison1
5297,veg_N1A_03,N1A,5/27/2022,707867,4329921,0.1,0.5,0,0,0,5,0.35,MDR,0.05,bison,1,1,395.7470093,4530,0.275458324,142.2,256.5,384.1,2978,5,2022,5,2022,bison1
5298,veg_N1A_04,N1A,5/27/2022,708005,4329549,0.1,0.4,0,0,0,10,0.4,MDR,0.1,bison,1,1,407.3160095,4530,0.028035442,142.2,256.5,384.1,2978,5,2022,5,2022,bison1
5299,veg_N1A_04,N1A,5/27/2022,708005,4329549,0.1,0.4,0,0,0,10,0.4,MDR,0.1,bison,1,1,407.3160095,4530,0.028035442,142.2,256.5,384.1,2978,5,2022,5,2022,bison1
5300,veg_N1A_03,N1B,5/27/2022,707867,4329921,0.65,0.25,0,0,0,5,0.05,MDR,0.05,bison,1,1,395.7470093,4530,0.275458324,142.2,256.5,384.1,2978,5,2022,5,2022,bison1
5301,veg_N1A_01,N1B,5/27/2022,708166,4329539,0.2,0.25,0,5,5,10,0.35,MDR,0.15,bison,1,1,397.2520142,4530,0.261751176,142.2,256.5,384.1,2978,5,2022,5,2022,bison1
5302,veg_N1A_02,N1A,5/27/2022,708490,4329743,0.05,0.2,0,0,5,5,0.65,MDR,0.05,bison,1,1,365.1130066,4590,0.127133539,142.2,256.5,384.1,2978,5,2022,5,2022,bison1
5303,veg_N1A_02,N1A,5/27/2022,708490,4329743,0.05,0.2,0,0,5,5,0.65,MDR,0.05,bison,1,1,365.1130066,4590,0.127133539,142.2,256.5,384.1,2978,5,2022,5,2022,bison1
